nll_mean,nli_flag_gpt_label,nli_flag_ent_label,nll_ent_0,nll_ent_1,nll_ent_-1,mi_mean,nli_flag_ent_output,mi_ent_0,mi_ent_1,mi_ent_-1
0.00899368961925262,,-1,0.008656561401221074,0.016949218465015292,0.06923885073138081,,-1,,,
0.03960139205082965,,-1,0.03442739158573373,0.08944860608316958,0.9590589627623558,,-1,,,
0.004877924160920107,,1,0.004877924160920107,,,,1,,,
0.014667240262325501,,1,0.014667240262325501,,,,1,,,
0.06461303621834642,,-1,0.05322346698310346,,0.9279423842497636,,1,,,
0.004856397567502076,,1,0.003336939154790377,0.2950729543954367,,,-1,,,
0.020544551382496223,,1,0.017169348105595963,0.8812213869920621,,,1,,,
0.011530103485911289,,1,0.01046719607495665,0.2825714932793441,,,1,,,
0.03924459502648858,,1,0.03924459502648858,,,,1,,,
0.07704879706327183,,-1,0.06909274274617395,,0.9419855592506272,,-1,,,
0.017910550099048333,,-1,0.013720722215500308,0.03796453618997475,1.0539915751044948,,-1,,,
0.05505261812422013,,1,0.04999115997960644,0.5358911418625212,,,-1,,,
0.10803382523530185,,-1,0.09341329387123329,0.028728984529152513,1.1377137779596855,,-1,,,
0.010900609331222574,,1,0.01092209949117048,0.0026698780711740255,,,1,,,
0.04948196135273264,,-1,0.04821510290335349,0.0005424782866612077,0.4202034905611072,,1,,,
0.04552660200604978,,-1,0.03642716297848394,1.3394508976489305,0.39168200987624,,1,,,
0.03299662972921643,,-1,0.02483949276434532,0.001057184999808669,2.120993991692861,,1,,,
0.035479223390681845,,1,0.035479223390681845,,,,1,,,
0.08726206426960559,,1,0.08726206426960559,,,,1,,,
0.13762750620881134,,-1,0.13275553808274654,4.031659126281738,0.080344848955671,,-1,,,
0.02561826998700963,,1,0.02561826998700963,,,,1,,,
0.09080748942634582,,-1,0.08815789156532439,0.7647781757016977,0.09318819642066956,,-1,,,
0.007681576019612872,,1,0.007681576019612872,,,,1,,,
0.03398548145610706,,1,0.03398548145610706,,,,1,,,
0.01359802040045821,,1,0.01359802040045821,,,,1,,,
0.02661711976551177,,1,0.02661711976551177,,,,1,,,
0.01586329089366482,,1,0.01586329089366482,,,,1,,,
0.6366311391189688,,-1,0.5439959074795534,2.1691815022911345,2.3018652820498495,,-1,,,
0.00978697183187549,,1,0.00978697183187549,,,,1,,,
0.021780704565863118,,1,0.021852799311262276,0.0033965444890782237,,,1,,,
0.10374350633487477,,1,0.09904860367224516,3.7047338485717773,,,-1,,,
0.01990454249413472,,-1,0.007127047240535629,,3.2781658321619034,,1,,,
0.0050323748755213655,,1,0.0050323748755213655,,,,1,,,
0.02593204646810558,,1,0.02593204646810558,,,,1,,,
0.01201448772596514,,-1,0.011831605332584634,0.007091234438121319,0.0844286298379302,,1,,,
0.04852956473789938,,-1,0.04315322452945042,,0.8689590805472107,,-1,,,
0.02166899984449966,,1,0.01935687437487918,0.24132091945844536,,,1,,,
0.029861137285222366,,-1,0.029933535621010417,,0.0021325746783986688,,-1,,,
0.04620406488465889,,-1,0.042115170340531534,0.7074962412007153,0.20169741249022385,,1,,,
0.034266027623818474,,-1,0.02629076302883833,,2.067958499343755,,-1,,,
0.17251801149987797,,1,0.1670433890265408,1.5685467422008514,,,-1,,,
0.12078895492499046,,1,0.11490953450718591,1.6200411614651482,,,1,,,
0.012791426590351188,,1,0.012791426590351188,,,,1,,,
0.01886914778544598,,-1,0.018879430805962192,,0.010982071049511433,,-1,,,
0.011587054827142396,,1,0.011592831361949992,0.007156452629715204,,,1,,,
0.0038371119640251785,,1,0.002278063709504083,0.30161532857755446,,,1,,,
0.024393308242759797,,1,0.024393308242759797,,,,1,,,
0.011203599956691216,,1,0.011216087665528467,0.0016255272785201669,,,1,,,
0.05154867496621011,,1,0.05029855111957047,0.29032232967438176,,,-1,,,
0.05769069322037268,,-1,0.043122329104973545,0.9659140300936997,1.292678468550245,,1,,,
0.05874622756840253,,-1,0.05850022689929117,0.13872961713544404,0.006740570068359375,,1,,,
0.012387710830896145,,1,0.012387710830896145,,,,1,,,
0.01706723634078718,,1,0.01706723634078718,,,,1,,,
0.08126066584927649,,1,0.0814474896167331,0.00970716291340068,,,-1,,,
0.026070517138094235,,-1,0.02264840328210716,,1.3367401239811443,,1,,,
0.07013132031225015,,-1,0.0703254147862237,0.01984852353689348,0.12316842377185822,,-1,,,
0.07922486405700147,,-1,0.06670994629664484,0.9508738311414763,0.009536999627016485,,1,,,
0.21621591241591354,,-1,0.2178286730293775,0.1323784453406309,0.23940530512481928,,-1,,,
0.0515222160637722,,1,0.05163583160653874,0.008007463184185326,,,-1,,,
