nll_mean,nli_flag_gpt_label,nli_flag_ent_label,nll_ent_0,nll_ent_1,nll_ent_-1,mi_mean,nli_flag_ent_output,mi_ent_0,mi_ent_1,mi_ent_-1
0.06523478537909642,,1,0.0653190142357788,0.0006312523037195206,,,-1,,,
0.015460815753906657,,1,0.015460815753906657,,,,1,,,
0.04319353899010563,,1,0.04319353899010563,,,,1,,,
0.017999067600284385,,1,0.017999067600284385,,,,1,,,
0.010192987550960708,,1,0.010192987550960708,,,,1,,,
0.02914156290581214,,1,0.02914156290581214,,,,1,,,
0.03686292592281707,,1,0.03686292592281707,,,,1,,,
0.019577741292233098,,1,0.019577741292233098,,,,1,,,
0.014629401165813146,,1,0.014629401165813146,,,,1,,,
0.020390307090119148,,1,0.020390307090119148,,,,1,,,
0.015235210951499564,,1,0.015235210951499564,,,,1,,,
0.034105843830218,,1,0.034105843830218,,,,1,,,
0.02432228855084938,,1,0.02432228855084938,,,,1,,,
0.015510191406958659,,1,0.015510191406958659,,,,1,,,
0.047002216198152154,,1,0.047002216198152154,,,,1,,,
0.016225927213029845,,1,0.016225927213029845,,,,1,,,
0.011343487854904577,,1,0.011343487854904577,,,,1,,,
0.030518340134189154,,1,0.030518340134189154,,,,1,,,
0.017246828747226717,,1,0.017246828747226717,,,,1,,,
0.012753316532742207,,1,0.012753316532742207,,,,1,,,
0.023738901324662665,,1,0.023738901324662665,,,,1,,,
0.01623363540414279,,1,0.01623363540414279,,,,1,,,
0.03099314715721646,,1,0.03099314715721646,,,,1,,,
0.0191818679054984,,1,0.0191818679054984,,,,1,,,
0.07298802695115639,,1,0.07298802695115639,,,,1,,,
0.06893121178452147,,1,0.06893121178452147,,,,1,,,
0.01481375398166552,,1,0.01481375398166552,,,,1,,,
0.024914685426492434,,1,0.024914685426492434,,,,1,,,
0.05531606329475571,,1,0.05531606329475571,,,,1,,,
0.02401584791754585,,1,0.02401584791754585,,,,1,,,
0.031702276826089705,,1,0.031702276826089705,,,,1,,,
0.02809574251651457,,1,0.02809574251651457,,,,1,,,
0.009618479251038906,,1,0.009618479251038906,,,,1,,,
0.01953221879693745,,1,0.01953221879693745,,,,1,,,
0.03072469253914112,,1,0.03072469253914112,,,,1,,,
0.02221852569680653,,1,0.02221852569680653,,,,1,,,
0.009457741685797974,,1,0.009457741685797974,,,,1,,,
0.01740388868020527,,1,0.017407926108274786,0.014307181350886822,,,1,,,
0.009401963734984623,,1,0.003361306387248298,2.322973727917997,,,1,,,
0.027036876920060515,,1,0.027036876920060515,,,,1,,,
